fixed acidity,volatile acidity,var1,var2,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,var3
6.1,0.23,-0.47483953712814564,-0.39868074185540125,0.055,74.0,134.0,0.99534,3.16,0.4,-0.45992355728639234
7.5,0.26,-0.3731298899782973,-0.11315060462114013,0.027000000000000003,29.0,92.0,0.99085,3.15,0.38,-0.26930387227597197
7.4,0.23,-0.3992486912213701,-0.3067929816762016,0.052000000000000005,41.0,150.0,0.99534,3.06,0.46,-0.3999167525865073
6.1,0.17,-0.5171685970268063,-0.3240792596380886,0.027999999999999997,22.0,98.0,0.99072,3.16,0.37,-0.45449615202491245
8.2,0.68,-0.5380200479767228,-0.3685268479412389,0.047,17.0,138.0,0.995,3.22,0.71,-0.49437767344682104
6.9,0.28,-0.3983093432426512,-0.17352728531051764,0.05,10.0,136.0,0.993,3.16,0.71,-0.3450545156494006
6.3,0.21,-0.6340264214266588,-0.5221222602965327,0.051,46.0,142.0,0.9928,3.23,0.42,-0.6220448371129866
7.9,0.14,-0.053997555654331175,0.25504764664131274,0.027999999999999997,30.0,165.0,0.991,3.08,0.82,-0.018321469217747244
6.2,0.76,-0.4667697763792239,-0.05551077482521438,0.040999999999999995,18.0,120.0,0.99026,3.2,0.94,-0.2190796538697516
6.3,0.22,-0.5264355930573696,-0.37873841589064217,0.036000000000000004,81.0,157.0,0.9928,3.05,0.76,-0.4832947521099935
8.0,0.23,-0.43727430957402813,-0.39352734436149905,0.054000000000000006,23.0,159.0,0.99795,3.32,0.47,-0.4620962528408914
7.6,0.18,-0.6158946197935127,-0.6117377482393032,0.040999999999999995,29.0,110.0,0.9965200000000001,3.2,0.42,-0.6527617583664517
10.0,0.23,-0.4422133032901543,-0.4322574082278261,0.033,45.0,166.0,0.9988,2.72,0.43,-0.45502573097445254
6.9,0.27,-0.19444211380126186,-0.3273279293849791,0.057,59.0,235.0,1.0024,2.98,0.47,-0.3108242846864099
6.1,0.38,-0.7893182005395942,-0.7696688590898794,0.06,27.0,113.0,0.99344,3.07,0.34,-0.7974894842935266
7.4,0.21,-0.4671502807710204,-0.36321113767708724,0.039,14.0,118.0,0.9942,2.96,0.34,-0.4468622627097477
7.6,0.21,-0.2333178577235937,0.11186482602482872,0.036000000000000004,10.0,119.0,0.9913,3.01,0.7,-0.1143087673065718
7.3,0.51,-0.49880352702816777,-0.4909865474842976,0.034,61.0,224.0,0.9968299999999999,3.14,0.56,-0.5243358051667085
5.7,0.24,-0.3965751019559176,-0.08438046386612674,0.03,25.0,98.0,0.9896799999999999,3.37,0.43,-0.27063586173389065
6.8,0.12,-0.42124517146916607,-0.38724376576414565,0.049,32.0,88.0,0.99654,3.2,0.35,-0.4290330784396448
6.5,0.24,-0.32140482610545906,-0.004682453668701569,0.027000000000000003,36.0,134.0,0.9898,3.28,0.36,-0.2024110355487152
6.4,0.28,-0.4870715911602139,-0.481107780758109,0.048,49.0,179.0,0.9952799999999999,3.15,0.48,-0.554918390721015
5.4,0.375,-0.6011514724960851,-0.5840166322026161,0.054000000000000006,29.0,147.0,0.99482,3.42,0.52,-0.66448556463433
6.4,0.31,-0.6046600207340729,-0.4667996622212991,0.037000000000000005,12.0,119.0,0.9919,3.32,0.51,-0.5773222421400628
5.8,0.26,-0.5886861500985245,-0.5788813932033472,0.044000000000000004,55.0,152.0,0.9961,3.31,0.38,-0.6086134630880385
6.1,0.3,-0.33403298280205995,-0.00045821348884467206,0.042,41.0,142.0,0.9895200000000001,3.31,0.44,-0.19705681414479193
6.4,0.24,-0.4984166899506264,-0.2626029331817017,0.038,18.0,122.0,0.9906,3.3,0.42,-0.41646086768400026
6.6,0.26,-0.48584389409998974,-0.46361639116545805,0.048,28.0,112.0,0.9960600000000001,2.87,0.49,-0.49751447855127473
6.5,0.3,-0.3499332997166088,-0.035179131617996795,0.038,37.0,97.0,0.99026,3.2,0.6,-0.2092883348706409
7.3,0.27,-0.42558852713404294,-0.3737230442956547,0.042,36.0,130.0,0.9979,3.48,0.75,-0.4453413843320839
8.0,0.24,-0.40345408257009074,-0.45429357908481016,0.055999999999999994,43.0,184.0,0.9997,3.05,0.5,-0.4493319733150726
6.0,0.2,-0.5508078259411662,-0.3553895487446457,0.040999999999999995,30.0,95.0,0.9907799999999999,3.27,0.56,-0.48207846771426277
6.4,0.24,-0.4969065448190444,-0.4896231134435307,0.051,32.0,166.0,0.9968,3.31,0.45,-0.5224884683155423
6.4,0.25,-0.4782006044175324,-0.2613734371984924,0.04,42.0,115.0,0.9906,3.19,0.48,-0.41442574168325885
6.5,0.17,-0.5956662071878762,-0.4826638294994261,0.027999999999999997,14.0,99.0,0.9928,3.23,0.55,-0.5933161215749538
7.5,0.18,-0.4367125912548554,-0.281930511154856,0.028999999999999998,53.0,160.0,0.9927600000000001,3.03,0.38,-0.3920721098600283
5.9,0.28,-0.27327116498625414,0.08266665700820042,0.031,47.0,147.0,0.98836,3.08,0.64,-0.13921397229396026
8.4,0.58,-0.37152765382857655,-0.2559948457469188,0.033,37.0,116.0,0.9959,2.99,0.39,-0.3270659513381393
6.1,0.41,-0.587703955099685,-0.5335187182394272,0.037000000000000005,18.0,119.0,0.996,3.38,0.45,-0.5581523357065948
7.8,0.27,-0.47568049048747885,-0.26621242536995426,0.05,36.0,140.0,0.9913799999999999,3.09,0.45,-0.42079752608755316
7.1,0.18,-0.31700308331672145,0.021291806055320883,0.043,31.0,87.0,0.9898,3.26,0.37,-0.18737466704276218
6.2,0.15,-0.5263587329285222,-0.4475635769397339,0.039,38.0,123.0,0.993,3.38,0.51,-0.5697538382912689
7.0,0.48,-0.8136167863257406,-0.8146987328305844,0.05,23.0,86.0,0.99398,2.86,0.35,-0.8284509474574914
6.6,0.2,-0.7602556890322537,-0.7259699568358905,0.184,35.0,168.0,0.9939600000000001,2.93,0.45,-0.7584377367224131
3.9,0.225,-0.2218930240720829,0.11056631709216225,0.03,29.0,118.0,0.9890000000000001,3.57,0.36,-0.09628086164110872
5.7,0.21,-0.6510563209119973,-0.5438722798406985,0.047,60.0,189.0,0.995,3.65,0.72,-0.6317269842150164
8.0,0.28,-0.36613126650730876,-0.23926440234216861,0.045,41.0,169.0,0.9959,3.17,0.43,-0.35844336846971714
6.3,0.25,-0.6090341764764788,-0.47280322126787033,0.048,41.0,161.0,0.99256,3.16,0.5,-0.5658539100284691
5.8,0.28,-0.27399562422781654,0.058853211205181166,0.031,40.0,99.0,0.9896,3.39,0.39,-0.1366667982104799
6.6,0.28,-0.6327066042637981,-0.6813297538321892,0.049,45.0,190.0,0.99754,3.12,0.51,-0.6820058212977315
7.1,0.15,-0.5919428635893826,-0.5688524571425762,0.034,33.0,104.0,0.9953,3.37,0.52,-0.6344150271627629
8.5,0.21,-0.3758587757975612,-0.1930536097462583,0.034,73.0,142.0,0.9945,3.05,0.37,-0.29730874055395096
6.5,0.41,-0.45847580313715897,-0.43967309514623865,0.048,24.0,113.0,0.9982,3.44,0.53,-0.4603111676014967
7.4,0.2,-0.5192221742258751,-0.47382387127350367,0.047,29.0,95.0,0.9953200000000001,3.16,0.47,-0.5263698313972803
7.6,0.29,-0.40763463302042513,-0.1892575145310873,0.035,18.0,86.0,0.9908,2.99,0.39,-0.3612361842338667
5.7,0.28,-0.38772555632712413,-0.12078138598223509,0.040999999999999995,38.0,90.0,0.9900200000000001,3.27,0.98,-0.2992455728992274
7.2,0.13,-0.39500647632382446,-0.19348175471094442,0.044000000000000004,48.0,111.0,0.9912700000000001,2.97,0.45,-0.3665904056377902
6.4,0.38,-0.6850854131817952,-0.6462719466384654,0.11699999999999999,57.0,181.0,0.99459,3.24,0.43,-0.6902129105372374
6.9,0.22,-0.3410345743819496,-0.2387998236851463,0.063,50.0,168.0,0.9957,3.54,0.5,-0.36220682694892836
7.7,0.18,-0.701924891321762,-0.6574107446843057,0.046,49.0,199.0,0.99413,3.03,0.38,-0.7346166799719354
6.4,0.23,-0.5523855656146046,-0.374579100818885,0.042,35.0,100.0,0.9909399999999999,3.03,0.63,-0.4978157732226993
5.5,0.485,-0.8986219224583795,-0.8244881674889336,0.065,8.0,103.0,0.9940000000000001,3.63,0.4,-0.8529008571230658
6.1,0.25,-0.394472531804284,-0.2587034386307485,0.055,56.0,131.0,0.9940000000000001,3.22,0.35,-0.34576095150273134
5.8,0.23,-0.6791642244668298,-0.5621792078082191,0.043,39.0,154.0,0.99226,3.21,0.39,-0.6468223050222329
7.3,0.28,-0.3063210303661137,-0.33882574274297705,0.049,62.0,152.0,0.9984,3.06,0.45,-0.40152828023261955
7.6,0.18,-0.34364066248219605,-0.2934265173836499,0.055,58.0,135.0,0.9968,3.14,0.43,-0.38106780577569477
6.3,0.13,-0.4212173976695338,-0.2104252486376983,0.043,63.0,146.0,0.99066,3.13,0.72,-0.37983838959384064
7.2,0.19,-0.6019802855361767,-0.48055170940949754,0.046,37.0,135.0,0.9939,3.34,0.57,-0.5906390108729922
7.0,0.28,-0.5876025342024027,-0.4250789419996819,0.042,34.0,130.0,0.9925,3.43,0.5,-0.5411353944204863
6.6,0.17,-0.5479961498984094,-0.47644926385152986,0.052000000000000005,45.0,128.0,0.9938799999999999,3.16,0.37,-0.5401899155075026
6.8,0.21,-0.26036679952738984,-0.008328496252361539,0.032,40.0,121.0,0.9921399999999999,3.18,0.53,-0.17674704102774896
5.4,0.185,-0.6589911727071573,-0.6298945068722412,0.048,36.0,110.0,0.9943799999999999,3.26,0.41,-0.663076057694086
8.0,0.25,-0.6439870766212554,-0.5810705818370436,0.054000000000000006,13.0,136.0,0.99366,3.08,0.55,-0.6760729011186201
7.1,0.32,-0.2845641511695548,-0.10176641020231703,0.038,16.0,66.0,0.9937,3.24,0.4,-0.21338155113386292
6.4,0.29,-0.3820194431026155,-0.30298871416364914,0.04,20.0,142.0,0.9962,3.1,0.54,-0.33595436663306744
7.7,0.18,-0.262232981658984,0.009832350221933961,0.040999999999999995,42.0,167.0,0.9908,3.11,0.44,-0.20637101588294793
6.3,0.26,-0.4738080690467903,-0.4421139286180247,0.045,62.0,209.0,0.99544,3.2,0.53,-0.5224262167037707
7.6,0.27,-0.24593066106975514,0.08663925234996794,0.044000000000000004,29.0,110.0,0.9912,3.31,0.51,-0.1285153619617293
7.2,0.26,-0.4474560928148754,-0.4041872596908995,0.036000000000000004,49.0,214.0,0.9986,3.41,0.5,-0.4422810623956951
7.2,0.21,-0.4813560837644092,-0.29975254134697193,0.049,23.0,94.0,0.9924,3.16,0.48,-0.4459003527001324
7.4,0.26,-0.29084742944032593,-0.08013000959732652,0.022000000000000002,22.0,125.0,0.9928,3.13,0.55,-0.23848107843593414
7.0,0.29,-0.30889943804337805,-0.29505782753953125,0.046,59.0,234.0,0.9966,3.05,0.61,-0.38253956432771064
6.0,0.27,-0.6010256775836688,-0.45515973512302943,0.046,32.0,113.0,0.9924,3.41,0.51,-0.5666825841090951
6.1,0.24,-0.47013693143205915,-0.20378854969874816,0.033,61.0,134.0,0.9903,3.19,0.81,-0.36224501452879154
6.3,0.32,-0.5415870476307239,-0.6301035896412914,0.06,51.0,190.0,0.99916,3.13,0.48,-0.582917825604056
6.8,0.18,-0.6575544879199244,-0.6316881297983723,0.055,47.0,154.0,0.9934,3.08,0.45,-0.7142359225376744
8.0,0.29,-0.2029324093988455,-0.08251409364372653,0.035,40.0,131.0,0.9958,3.14,0.34,-0.20084433665591173
6.7,0.24,-0.3604127328336072,-0.2152033995424174,0.042,42.0,123.0,0.9947299999999999,3.34,0.52,-0.32639665729867184
8.3,0.25,-0.2628071204273499,-0.308032813965875,0.048,50.0,228.0,1.0001,3.03,0.52,-0.3451506637686965
6.8,0.24,-0.42822229565727155,-0.5267443468961082,0.046,40.0,142.0,1.0,3.3,0.41,-0.5020520578905263
9.2,0.35,-0.5274760818034196,-0.3851721638225778,0.042,15.0,61.0,0.9924,2.96,0.28,-0.521138947990822
6.9,0.54,-0.42881774695522,-0.4221473157819302,0.05,53.0,236.0,0.9973,3.2,0.5,-0.45598324190339057
6.9,0.3,-0.5286918252977026,-0.5885147635565526,0.055999999999999994,49.0,159.0,0.9982700000000001,3.11,0.48,-0.566512325826321
5.5,0.42,-0.6578523827183721,-0.4361506543136724,0.019,18.0,68.0,0.9906,3.33,0.51,-0.5425885877914403
6.6,0.26,-0.2883888222886801,-0.045593650574414335,0.027999999999999997,13.0,121.0,0.99254,3.17,0.34,-0.1779545927180336
7.0,0.34,-0.5437109946040928,-0.3726171500635387,0.045,44.0,142.0,0.9914,2.99,0.45,-0.4999196840003195
6.0,0.4,-0.6160265606383732,-0.504430080320617,0.047,30.0,117.0,0.9931,3.17,0.48,-0.6079670793061409
6.4,0.31,-0.4388550755253634,-0.25542265982435364,0.038,19.0,102.0,0.9912,3.17,0.35,-0.40086223149949096
6.9,0.43,-0.5526864285219533,-0.5434970332515154,0.055999999999999994,29.0,183.0,0.9959399999999999,3.17,0.43,-0.5804579474743469
6.4,0.28,-0.6621190650077022,-0.6483029103432689,0.042,61.0,195.0,0.99577,3.22,0.46,-0.6680459680934127
6.8,0.31,-0.24989969348293384,0.04385134891539133,0.027999999999999997,33.0,122.0,0.99164,3.13,0.63,-0.11704922939047424
6.0,0.25,-0.3466611394986606,0.0037660266910124474,0.026000000000000002,54.0,126.0,0.9898,3.43,0.65,-0.19170259274086865
7.8,0.445,-0.3495494307479683,-0.171250925232731,0.04,8.0,84.0,0.9938,3.25,0.43,-0.35570290638581414
6.6,0.22,-0.5018148318342917,-0.5872528050192933,0.047,37.0,118.0,0.9990600000000001,3.08,0.46,-0.554539578567265
6.4,0.33,-0.41190755461884976,-0.24366911378690892,0.040999999999999995,42.0,168.0,0.99331,3.22,0.49,-0.35544089906442244
7.0,0.17,-0.3885635767852109,-0.2240312143326717,0.055,42.0,123.0,0.99318,3.11,0.5,-0.3484358626643542
7.2,0.22,-0.40843283273628805,-0.22311612767190225,0.06,41.0,132.0,0.9935,3.08,0.59,-0.33785625670481934
6.2,0.32,-0.4109896477540186,-0.3665386830969495,0.048,61.0,186.0,0.9948,3.19,0.45,-0.4696810223304082
7.7,0.28,-0.30886873134249926,-0.35395745524896705,0.046,60.0,177.0,0.9983,3.08,0.46,-0.4216611964458724
6.8,0.22,-0.5481434440937094,-0.3396917820781258,0.040999999999999995,29.0,182.0,0.9910399999999999,3.04,0.35,-0.4758344203881112
7.7,0.31,-0.694165107521534,-0.611449553005806,0.069,29.0,134.0,0.99382,3.11,0.62,-0.6881068002192781
6.8,0.26,-0.5707906431087677,-0.4339108446312936,0.040999999999999995,110.0,198.0,0.9943700000000001,3.29,0.67,-0.5232363256033352
8.4,0.23,-0.5175154266088229,-0.32622384228206713,0.048,59.0,113.0,0.9917799999999999,3.1,0.55,-0.4671108839851885
7.2,0.47,-0.29522757956952994,-0.29329473994984245,0.083,27.0,182.0,0.9964,3.0,0.35,-0.40433092847238505
7.0,0.24,-0.38368306356959603,-0.30322003988335644,0.035,72.0,172.0,0.9954,2.99,0.57,-0.36557944125843567
7.4,0.105,-0.4904174918524622,-0.5300981064049137,0.05,57.0,146.0,0.9973,3.16,0.37,-0.55167137940522
8.5,0.23,-0.4127609284273758,-0.31746912828262697,0.033,30.0,97.0,0.9950700000000001,3.03,0.39,-0.3850703727704683
7.0,0.3,-0.3424589320966399,-0.1091617780023475,0.034,28.0,97.0,0.9924,3.23,0.44,-0.25363645131458357
6.4,0.43,-0.7475537918613526,-0.7201490296779518,0.054000000000000006,5.0,110.0,0.9939,3.24,0.52,-0.7846247115719034
7.3,0.3,-0.3338733615342174,-0.00937127250558123,0.043,28.0,125.0,0.9908399999999999,3.34,0.44,-0.20400179847342725
7.1,0.28,-0.7110629727853617,-0.6620833322441602,0.049,12.0,86.0,0.9934,3.15,0.38,-0.73123863226749
6.1,0.28,-0.612217242869687,-0.5311530260938013,0.042,23.0,218.5,0.9935,3.27,0.6,-0.6238332216628891
7.3,0.34,-0.6483489986677693,-0.5376536263514451,0.05,14.0,136.0,0.9936,3.25,0.44,-0.618539052330399
7.1,0.35,-0.31806213844440845,0.04475429214049287,0.034,28.0,134.0,0.9897,3.26,0.38,-0.15137670824293037
7.1,0.26,-0.5073031234203977,-0.5313113711110984,0.044000000000000004,62.0,240.0,0.9969,3.04,0.42,-0.5487376947768045
7.3,0.34,-0.7196055095743625,-0.6929290426936947,0.057,25.0,173.0,0.9948,3.26,0.51,-0.7625844064360516
6.0,0.615,-0.7524406377627122,-0.5616434555779899,0.032,8.0,50.0,0.99036,3.14,0.4,-0.6475734616205338
7.8,0.21,-0.7456568096522294,-0.7187855956371851,0.051,20.0,89.0,0.9936,3.06,0.46,-0.7827773747207372
7.1,0.34,-0.32433015674139043,-0.04148302933373227,0.032,36.0,140.0,0.99166,3.35,0.47,-0.20738204571821117
8.0,0.14,-0.5113609695283652,-0.3194229033552589,0.045,71.0,162.0,0.9914,3.07,0.47,-0.46284301035851494
7.1,0.14,-0.46621093279230164,-0.22994544131140304,0.10400000000000001,20.0,54.0,0.9905700000000001,3.19,0.64,-0.39200002577264104
7.0,0.57,-0.7380567404964945,-0.7423352531664472,0.094,23.0,188.0,0.9972,3.4,0.47,-0.7406675047535739
6.8,0.25,-0.41852240249784856,-0.3320510179051126,0.046,24.0,155.0,0.9956,3.33,0.59,-0.42406096849997954
6.6,0.31,-0.5996597069928393,-0.6242927619983418,0.052000000000000005,13.0,164.0,0.9960200000000001,3.24,0.39,-0.6739810223569538
6.8,0.12,-0.5690501625129396,-0.5025046799606776,0.045,29.0,120.0,0.9942,3.41,0.46,-0.580070337159242
6.8,0.37,-0.3004426886712689,-0.16682998251096626,0.175,16.0,98.0,0.99244,3.06,0.56,-0.35373656516195195
5.7,0.25,-0.509982858618294,-0.5175593239228997,0.049,52.5,120.0,0.9969100000000001,3.08,0.45,-0.5354209260438749
6.4,0.3,-0.6232737767407956,-0.5324494911057893,0.038,8.0,210.0,0.9937,3.2,0.62,-0.6257744530888429
5.3,0.43,-0.6708120156465502,-0.46352081063251194,0.028999999999999998,6.0,51.0,0.9907600000000001,3.51,0.48,-0.5694099144068743
8.3,0.21,-0.20589765415365135,-0.26712979274287685,0.054000000000000006,50.0,231.0,1.0012,2.99,0.54,-0.2897305582337111
7.5,0.23,-0.4949082350892893,-0.4582438113875167,0.038,54.0,191.0,0.9966,3.04,0.56,-0.5149691842923966
7.8,0.28,-0.33826287062706284,0.01407498230256543,0.024,27.0,99.0,0.98959,2.98,0.37,-0.17297265030275266
5.4,0.255,-0.48199456883577907,-0.2641003052800255,0.051,29.0,122.0,0.9904799999999999,3.37,0.66,-0.4181204153855912
6.4,0.22,-0.41538227650141124,-0.26422209990191514,0.027999999999999997,15.0,83.0,0.993,3.13,0.55,-0.3730255414240252
8.7,0.22,-0.5159192139303979,-0.4153544324494325,0.053,27.0,114.0,0.9940000000000001,2.99,0.43,-0.536560727271541
6.2,0.3,-0.49034989731060596,-0.28388837406884515,0.032,30.0,130.0,0.9911,3.28,0.41,-0.42990647326524156
5.8,0.28,-0.3960686511060585,-0.09114894023888476,0.054000000000000006,30.0,156.0,0.9914,3.53,0.42,-0.2649661141022498
6.3,0.19,-0.5285167573027703,-0.5484537282035093,0.063,63.0,133.0,0.99561,2.86,0.41,-0.5816731320999083
6.9,0.38,-0.4542244451137707,-0.4589458475262822,0.048,52.0,189.0,0.99784,3.0,0.6,-0.4809233891643033
6.3,0.19,-0.6651179493646331,-0.5383008368970996,0.049,35.0,163.0,0.9924,3.31,0.5,-0.6294942365890841
6.4,0.16,-0.5228595436541761,-0.32816956176038836,0.042,33.0,93.0,0.9914,3.31,0.43,-0.4600381625784109
6.5,0.29,-0.5360064782731788,-0.44502126796444075,0.04,18.0,113.0,0.99366,3.17,0.38,-0.517764199596885
6.2,0.22,-0.5815923450393479,-0.4388147579108552,0.04,24.0,125.0,0.9917,3.19,0.48,-0.5494833525242583
6.1,0.15,-0.48787281715397346,-0.35767215728753854,0.046,39.0,151.0,0.99471,3.6,0.44,-0.4545671363421302
7.2,0.43,-0.5871667041722967,-0.520762914097123,0.057999999999999996,40.0,163.0,0.995,3.2,0.41,-0.5802592260789867
7.0,0.24,-0.4114163637427797,-0.14256386808045085,0.031,27.0,107.0,0.99,3.06,0.39,-0.31886534125957167
6.3,0.27,-0.4988894078217099,-0.4720283211297651,0.047,58.0,215.0,0.9954200000000001,3.19,0.48,-0.5382235742836403
7.3,0.22,-0.5424524974663396,-0.335601479955826,0.04,32.0,172.0,0.9919399999999999,3.27,0.48,-0.4702924098346126
6.1,0.28,-0.4112629526995336,-0.25461109258777026,0.031,33.0,139.0,0.9929600000000001,3.22,0.46,-0.36018807804064956
6.7,0.27,-0.3894446310167191,-0.3962258377303396,0.036000000000000004,44.0,179.0,0.9979,3.26,0.56,-0.41591503110207584
6.5,0.39,-0.27172388709139816,-0.20414599128784383,0.217,14.0,74.0,0.9936,3.08,0.53,-0.39292588228682324
7.5,0.29,-0.3122850661011999,-0.33501546017145944,0.037000000000000005,53.0,166.0,0.9966,2.9,0.41,-0.4405177761919613
6.9,0.2,-0.7376053703626482,-0.7106212226696105,0.048,36.0,159.0,0.9936,3.19,0.43,-0.7766621642428972
7.0,0.36,-0.2830078816945022,-0.07783730153944446,0.045,37.0,131.0,0.9935200000000001,3.09,0.33,-0.20111618790465946
7.2,0.21,-0.36876503503053715,-0.39228570494262205,0.045,68.0,183.0,0.9992200000000001,3.25,0.76,-0.4151540420281593
6.0,0.39,-0.6310859241935887,-0.6716193149352156,0.046,65.0,246.0,0.9976,3.15,0.38,-0.659324631230829
6.5,0.2,-0.4810093475590428,-0.37603186692749135,0.044000000000000004,25.0,150.0,0.9950200000000001,3.22,0.44,-0.4446306148539849
6.2,0.35,-0.9388913526021775,-0.9147305468589764,0.064,29.0,120.0,0.9934,3.22,0.54,-0.9295424261888923
6.8,0.22,-0.663405055815137,-0.626865372903936,0.052000000000000005,38.0,127.0,0.9933,3.04,0.54,-0.712832948762538
7.2,0.34,-0.2185319567826961,-0.026740987564746854,0.048,7.0,41.0,0.9942,3.19,0.4,-0.1417786772442421
5.7,0.245,-0.6796675556621417,-0.6342810598223483,0.049,28.0,150.0,0.9927,3.13,0.42,-0.7181183853895821
6.8,0.28,-0.2855710003134795,-0.40281793067957206,0.048,48.0,167.0,1.001,2.93,0.5,-0.3786637000968195
6.7,0.3,-0.2758619640282135,-0.3407085810338768,0.057,65.0,224.0,0.99956,3.11,0.53,-0.35461117921779606
6.4,0.3,-0.5416789518955618,-0.5574317123283459,0.046,35.0,192.0,0.9955,3.1,0.37,-0.6084933589451728
7.4,0.24,-0.5215673135376473,-0.5073477559734967,0.05,21.0,105.0,0.9962,3.13,0.35,-0.5465038473807027
6.9,0.26,-0.3782836790549291,-0.1829090108256337,0.039,37.0,175.0,0.9937600000000001,3.32,0.49,-0.308297767315991
6.5,0.26,-0.4351471786539596,-0.39058538183728353,0.046,80.0,225.0,0.99685,3.18,0.41,-0.4337453151423478
6.7,0.24,-0.5874244399295736,-0.5423121432580238,0.17300000000000001,63.0,157.0,0.9937,3.1,0.34,-0.6332675275439108
6.6,0.36,-0.4829460571337397,-0.36836260795338127,0.145,26.0,124.0,0.99274,3.09,0.56,-0.5077031748851967
7.4,0.21,-0.45356751612191193,-0.342043403570476,0.047,13.0,114.0,0.9941,3.12,0.35,-0.4282600573497741
7.0,0.16,-0.3692957665188801,-0.32751044118520767,0.138,58.0,150.0,0.9936,3.08,0.3,-0.4902648347847979
7.4,0.155,-0.5901195284779093,-0.49911028221510745,0.045,73.5,214.0,0.9934,3.18,0.61,-0.6003899427519006
6.5,0.22,-0.26732223767931107,-0.2565956397883191,0.042,33.0,168.0,0.9958,3.12,0.36,-0.38923450789499925
6.5,0.28,-0.3409241328199727,-0.08049311275084148,0.054000000000000006,22.0,130.0,0.99193,3.2,0.46,-0.24484303036461275
5.9,0.27,-0.4410713936468219,-0.3173838840561449,0.051,43.0,136.0,0.9941,3.25,0.53,-0.40016459380751535
7.0,0.32,-0.645595616372223,-0.6197844144263454,0.048,31.0,228.0,0.9957,3.23,0.62,-0.6640335686230239
6.9,0.35,-0.2633563249206793,-0.13493740796685483,0.044000000000000004,18.0,132.0,0.992,3.13,0.55,-0.3350743077305457
7.0,0.3,-0.4934931429615901,-0.2728469636851547,0.042,21.0,177.0,0.99166,3.2,0.57,-0.41531556760548705
5.7,0.36,-0.6015322218101782,-0.5268151669747692,0.038,51.0,166.0,0.9941,3.29,0.63,-0.5836973258548649
6.4,0.22,-0.4706250026535821,-0.3837641237920937,0.028999999999999998,34.0,124.0,0.9948,3.4,0.39,-0.4644469050693507
7.6,0.16,-0.5217697818256104,-0.41053167555499614,0.047,27.0,151.0,0.9937,3.2,0.53,-0.5351577534964046
6.2,0.45,-0.2516828695532366,-0.24297753065767824,0.099,47.0,202.0,0.99582,3.21,0.43,-0.37572995001249476
6.7,0.37,-0.4872465657784958,-0.44274490788665455,0.061,22.0,149.0,0.9953,3.16,0.47,-0.5284125903332987
5.8,0.18,-0.3127456084453869,0.02672931094136244,0.036000000000000004,19.0,74.0,0.9885299999999999,3.09,0.49,-0.1849541302672547
6.4,0.69,-0.671287853172181,-0.5940758701936877,0.044000000000000004,34.0,144.0,0.9948,3.26,0.38,-0.6255462882708058
7.3,0.34,-0.4386955476341712,-0.34275962706558794,0.057,34.0,178.0,0.99554,3.15,0.44,-0.419152209942255
6.2,0.25,-0.5299931694555766,-0.5376274122625015,0.045,54.0,208.0,0.99572,3.17,0.46,-0.5917384904363654
5.9,0.26,-0.3938034334086856,-0.4316792106316285,0.048,52.0,168.0,0.9993,3.35,0.44,-0.4240075150495629
5.6,0.28,-0.25437196371477433,0.007385501691183016,0.034,36.0,118.0,0.99144,3.21,0.43,-0.16553418307244017
6.7,0.13,-0.6397173680540287,-0.5262125624188325,0.046,35.0,140.0,0.9927,3.33,0.33,-0.6275868476664852
7.3,0.24,-0.5795756556812564,-0.5941795063209443,0.048,29.0,152.0,0.9962,3.1,0.54,-0.6384962114100304
7.1,0.31,-0.30817507217846596,-0.34966828996100974,0.059000000000000004,6.0,148.0,0.9983,2.94,0.44,-0.39643173252531994
6.1,0.36,-0.6572691651163158,-0.5901681999600199,0.037000000000000005,36.0,198.0,0.9944,3.17,0.62,-0.6347229204552036
6.5,0.2,-0.4125030059167982,-0.13907208267273052,0.033,32.0,95.0,0.9894350000000001,2.96,0.61,-0.3093720830772866
6.8,0.17,-0.41773044209108,-0.1404517479905223,0.04,35.0,106.0,0.99026,3.16,0.66,-0.31618823055761014
5.6,0.21,-0.4741764912883407,-0.2570680406335102,0.027000000000000003,37.0,150.0,0.991,3.3,0.31,-0.38422746713354916
5.9,0.34,-0.3883057476512837,-0.124058076947273,0.035,57.0,135.0,0.99016,3.09,0.34,-0.28408256708530144
6.3,0.39,-0.5540063390614645,-0.46271344794035674,0.069,9.0,117.0,0.9942,3.15,0.35,-0.5318419574037309
6.5,0.46,-0.505900358365241,-0.4737589461654037,0.051,56.0,171.0,0.9958799999999999,3.08,0.56,-0.5064945888806512
8.5,0.26,-0.44089651240519034,-0.4341706651520971,0.07400000000000001,41.0,197.0,0.998,3.02,0.5,-0.43801538830936027
6.4,0.15,-0.4531039122921735,-0.26090885854147006,0.053,61.0,146.0,0.9911200000000001,3.17,0.68,-0.4181892001624702
6.9,0.29,-0.7377804383575806,-0.7506822580226539,0.034,65.0,212.0,0.9955,3.08,0.39,-0.7615013579693101
7.2,0.39,-0.30905593965667344,-0.36501509690968237,0.044000000000000004,55.0,156.0,0.9974,3.09,0.44,-0.4412209127347839
6.9,0.14,-0.48620607703244567,-0.4363111599547185,0.055999999999999994,30.0,91.0,0.9951200000000001,3.19,0.33,-0.4905683944524699
